station,valid,tmpc,relh,drct,sknt,mslp,p01m
AMW,2019-07-11 16:45,M,M,340.00,9.00,M,M
AMW,2019-07-11 16:50,M,M,360.00,8.00,M,M
AMW,2019-07-11 16:53,25.00,66.27,360.00,7.00,1017.50,0.00
AMW,2019-07-11 16:55,M,M,340.00,7.00,M,M
AMW,2019-07-11 17:00,M,M,350.00,10.00,M,M
AMW,2019-07-11 17:05,M,M,350.00,10.00,M,M
AMW,2019-07-11 17:10,M,M,330.00,11.00,M,M
AMW,2019-07-11 17:15,M,M,340.00,10.00,M,M
AMW,2019-07-11 17:20,M,M,350.00,10.00,M,M
AMW,2019-07-11 17:25,M,M,10.00,9.00,M,M
AMW,2019-07-11 17:30,M,M,10.00,10.00,M,M
AMW,2019-07-11 17:35,M,M,350.00,10.00,M,M
AMW,2019-07-11 17:40,M,M,350.00,8.00,M,M
AMW,2019-07-11 17:50,M,M,20.00,8.00,M,M
AMW,2019-07-11 17:53,25.00,64.21,350.00,8.00,1017.40,0.00
AMW,2019-07-11 17:55,M,M,350.00,5.00,M,M
AMW,2019-07-11 18:00,M,M,350.00,4.00,M,M
AMW,2019-07-11 18:05,M,M,340.00,8.00,M,M
AMW,2019-07-11 18:10,M,M,350.00,8.00,M,M
AMW,2019-07-11 18:15,M,M,330.00,9.00,M,M
AMW,2019-07-11 18:20,M,M,20.00,8.00,M,M
AMW,2019-07-11 18:25,M,M,20.00,9.00,M,M
AMW,2019-07-11 18:30,M,M,360.00,8.00,M,M
AMW,2019-07-11 18:35,M,M,10.00,9.00,M,M
AMW,2019-07-11 18:40,M,M,10.00,9.00,M,M
AMW,2019-07-11 18:45,M,M,350.00,11.00,M,M
AMW,2019-07-11 18:50,M,M,340.00,10.00,M,M
AMW,2019-07-11 18:53,27.22,58.10,350.00,10.00,1016.70,0.00
AMW,2019-07-11 18:55,M,M,10.00,8.00,M,M
AMW,2019-07-11 19:00,M,M,360.00,10.00,M,M
AMW,2019-07-11 19:05,M,M,10.00,8.00,M,M
AMW,2019-07-11 19:10,M,M,10.00,9.00,M,M
AMW,2019-07-11 19:15,M,M,30.00,11.00,M,M
AMW,2019-07-11 19:20,M,M,20.00,9.00,M,M
AMW,2019-07-11 19:25,M,M,10.00,10.00,M,M
AMW,2019-07-11 19:35,M,M,10.00,8.00,M,M
AMW,2019-07-11 19:40,M,M,20.00,11.00,M,M
AMW,2019-07-11 19:45,M,M,30.00,9.00,M,M
AMW,2019-07-11 19:50,M,M,20.00,10.00,M,M
AMW,2019-07-11 19:53,26.72,57.98,30.00,12.00,1016.40,0.00
AMW,2019-07-11 19:55,M,M,20.00,10.00,M,M
AMW,2019-07-11 20:00,M,M,30.00,8.00,M,M
AMW,2019-07-11 20:20,M,M,360.00,8.00,M,M
AMW,2019-07-11 20:25,M,M,30.00,9.00,M,M
AMW,2019-07-11 20:30,M,M,30.00,7.00,M,M
AMW,2019-07-11 20:35,M,M,20.00,9.00,M,M
AMW,2019-07-11 20:40,M,M,30.00,7.00,M,M
AMW,2019-07-11 20:50,M,M,20.00,8.00,M,M
AMW,2019-07-11 20:53,28.28,49.51,30.00,5.00,1015.80,0.00
AMW,2019-07-11 20:55,M,M,10.00,8.00,M,M
AMW,2019-07-11 21:00,M,M,40.00,10.00,M,M
AMW,2019-07-11 21:05,M,M,50.00,10.00,M,M
AMW,2019-07-11 21:10,M,M,30.00,5.00,M,M
AMW,2019-07-11 21:15,M,M,20.00,8.00,M,M
AMW,2019-07-11 21:20,M,M,10.00,7.00,M,M
AMW,2019-07-11 21:25,M,M,20.00,8.00,M,M
AMW,2019-07-11 21:30,M,M,50.00,5.00,M,M
AMW,2019-07-11 21:35,M,M,30.00,5.00,M,M
AMW,2019-07-11 21:40,M,M,50.00,5.00,M,M
AMW,2019-07-11 21:45,M,M,M,M,M,M
AMW,2019-07-11 21:50,M,M,50.00,5.00,M,M
AMW,2019-07-11 21:53,28.28,47.62,50.00,8.00,1015.50,0.00
AMW,2019-07-11 21:55,M,M,50.00,7.00,M,M
AMW,2019-07-11 22:00,M,M,360.00,5.00,M,M
AMW,2019-07-11 22:05,M,M,360.00,8.00,M,M
AMW,2019-07-11 22:10,M,M,20.00,5.00,M,M
AMW,2019-07-11 22:15,M,M,60.00,5.00,M,M
AMW,2019-07-11 22:20,M,M,40.00,5.00,M,M
AMW,2019-07-11 22:25,M,M,30.00,7.00,M,M
AMW,2019-07-11 22:30,M,M,20.00,8.00,M,M
AMW,2019-07-11 22:35,M,M,30.00,5.00,M,M
AMW,2019-07-11 22:40,M,M,0.00,0.00,M,M
AMW,2019-07-11 22:45,M,M,M,M,M,M
AMW,2019-07-11 22:50,M,M,10.00,5.00,M,M
AMW,2019-07-11 22:53,28.28,47.62,340.00,5.00,1015.20,0.00
AMW,2019-07-11 22:55,M,M,360.00,5.00,M,M
AMW,2019-07-11 23:00,M,M,30.00,5.00,M,M
AMW,2019-07-11 23:05,M,M,10.00,7.00,M,M
AMW,2019-07-11 23:10,M,M,350.00,5.00,M,M
AMW,2019-07-11 23:15,M,M,10.00,5.00,M,M
AMW,2019-07-11 23:20,M,M,40.00,7.00,M,M
AMW,2019-07-11 23:25,M,M,40.00,7.00,M,M
AMW,2019-07-11 23:30,M,M,30.00,5.00,M,M
AMW,2019-07-11 23:35,M,M,0.00,0.00,M,M
AMW,2019-07-11 23:40,M,M,30.00,4.00,M,M
AMW,2019-07-11 23:45,M,M,30.00,2.00,M,M
AMW,2019-07-11 23:50,M,M,30.00,5.00,M,M
AMW,2019-07-11 23:53,27.78,49.03,50.00,6.00,1015.10,0.00
AMW,2019-07-11 23:55,M,M,50.00,5.00,M,M
AMW,2019-07-12 00:00,M,M,50.00,4.00,M,M
AMW,2019-07-12 00:05,M,M,50.00,2.00,M,M
AMW,2019-07-12 00:10,M,M,60.00,2.00,M,M
AMW,2019-07-12 00:15,M,M,50.00,4.00,M,M
AMW,2019-07-12 00:20,M,M,20.00,2.00,M,M
AMW,2019-07-12 00:25,M,M,30.00,2.00,M,M
AMW,2019-07-12 00:30,M,M,30.00,2.00,M,M
AMW,2019-07-12 00:35,M,M,30.00,4.00,M,M
AMW,2019-07-12 00:40,M,M,40.00,4.00,M,M
AMW,2019-07-12 00:45,M,M,40.00,4.00,M,M
AMW,2019-07-12 00:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 00:53,26.72,54.23,0.00,0.00,1014.90,0.00
AMW,2019-07-12 01:00,M,M,30.00,4.00,M,M
AMW,2019-07-12 01:05,M,M,30.00,4.00,M,M
AMW,2019-07-12 01:10,M,M,30.00,2.00,M,M
AMW,2019-07-12 01:15,M,M,20.00,4.00,M,M
AMW,2019-07-12 01:20,M,M,20.00,4.00,M,M
AMW,2019-07-12 01:30,M,M,20.00,2.00,M,M
AMW,2019-07-12 01:35,M,M,30.00,2.00,M,M
AMW,2019-07-12 01:40,M,M,40.00,2.00,M,M
AMW,2019-07-12 01:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 01:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 01:53,22.22,73.31,0.00,0.00,1014.70,0.00
AMW,2019-07-12 01:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 02:53,20.61,80.92,0.00,0.00,1014.90,0.00
AMW,2019-07-12 02:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 03:53,18.28,90.64,0.00,0.00,1014.90,0.00
AMW,2019-07-12 03:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:10,M,M,240.00,2.00,M,M
AMW,2019-07-12 04:15,M,M,230.00,2.00,M,M
AMW,2019-07-12 04:20,M,M,230.00,2.00,M,M
AMW,2019-07-12 04:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 04:53,16.72,96.18,0.00,0.00,1014.80,0.00
AMW,2019-07-12 04:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:35,M,M,220.00,2.00,M,M
AMW,2019-07-12 05:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 05:53,17.22,90.25,0.00,0.00,1015.00,0.00
AMW,2019-07-12 05:55,M,M,250.00,2.00,M,M
AMW,2019-07-12 06:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 06:53,15.61,96.15,0.00,0.00,1015.00,0.00
AMW,2019-07-12 06:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 07:53,15.00,96.13,0.00,0.00,1014.90,0.00
AMW,2019-07-12 07:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 08:53,14.39,96.81,0.00,0.00,1014.90,0.00
AMW,2019-07-12 08:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 09:50,M,M,180.00,2.00,M,M
AMW,2019-07-12 09:53,13.89,96.10,170.00,3.00,1015.00,0.00
AMW,2019-07-12 09:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:48,14.00,93.69,0.00,0.00,M,0.00
AMW,2019-07-12 10:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 10:53,14.39,96.81,0.00,0.00,1015.40,0.00
AMW,2019-07-12 10:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:08,13.89,100.00,0.00,0.00,M,0.00
AMW,2019-07-12 11:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 11:53,16.72,93.16,0.00,0.00,1015.40,0.00
AMW,2019-07-12 11:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:35,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:40,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:45,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:50,M,M,0.00,0.00,M,M
AMW,2019-07-12 12:53,19.39,90.40,0.00,0.00,1015.20,0.00
AMW,2019-07-12 12:55,M,M,0.00,0.00,M,M
AMW,2019-07-12 13:00,M,M,0.00,0.00,M,M
AMW,2019-07-12 13:05,M,M,0.00,0.00,M,M
AMW,2019-07-12 13:10,M,M,0.00,0.00,M,M
AMW,2019-07-12 13:15,M,M,0.00,0.00,M,M
AMW,2019-07-12 13:20,M,M,0.00,0.00,M,M
AMW,2019-07-12 13:25,M,M,0.00,0.00,M,M
AMW,2019-07-12 13:30,M,M,0.00,0.00,M,M
AMW,2019-07-12 13:35,M,M,220.00,4.00,M,M
AMW,2019-07-12 13:40,M,M,210.00,2.00,M,M
AMW,2019-07-12 13:45,M,M,220.00,4.00,M,M
AMW,2019-07-12 13:50,M,M,200.00,2.00,M,M
AMW,2019-07-12 13:53,23.28,78.77,0.00,0.00,1015.30,0.00
AMW,2019-07-12 13:55,M,M,190.00,2.00,M,M
AMW,2019-07-12 14:00,M,M,160.00,4.00,M,M
AMW,2019-07-12 14:05,M,M,220.00,5.00,M,M
AMW,2019-07-12 14:10,M,M,210.00,4.00,M,M
AMW,2019-07-12 14:15,M,M,210.00,4.00,M,M
AMW,2019-07-12 14:20,M,M,200.00,5.00,M,M
AMW,2019-07-12 14:25,M,M,220.00,4.00,M,M
AMW,2019-07-12 14:30,M,M,190.00,5.00,M,M
AMW,2019-07-12 14:35,M,M,220.00,7.00,M,M
AMW,2019-07-12 14:40,M,M,220.00,5.00,M,M
AMW,2019-07-12 14:45,M,M,220.00,5.00,M,M
AMW,2019-07-12 14:50,M,M,210.00,8.00,M,M
AMW,2019-07-12 14:53,25.61,66.39,220.00,8.00,1015.20,0.00
AMW,2019-07-12 14:55,M,M,210.00,8.00,M,M
AMW,2019-07-12 15:00,M,M,210.00,8.00,M,M
AMW,2019-07-12 15:05,M,M,200.00,5.00,M,M
AMW,2019-07-12 15:10,M,M,210.00,5.00,M,M
AMW,2019-07-12 15:15,M,M,210.00,7.00,M,M
AMW,2019-07-12 15:20,M,M,210.00,7.00,M,M
AMW,2019-07-12 15:25,M,M,190.00,5.00,M,M
AMW,2019-07-12 15:30,M,M,220.00,7.00,M,M
AMW,2019-07-12 15:35,M,M,200.00,8.00,M,M
AMW,2019-07-12 15:40,M,M,190.00,8.00,M,M
AMW,2019-07-12 15:45,M,M,220.00,8.00,M,M
AMW,2019-07-12 15:50,M,M,200.00,7.00,M,M
AMW,2019-07-12 15:53,26.72,59.83,190.00,6.00,1015.00,0.00
AMW,2019-07-12 15:55,M,M,210.00,7.00,M,M
AMW,2019-07-12 16:00,M,M,200.00,7.00,M,M
AMW,2019-07-12 16:05,M,M,190.00,7.00,M,M
AMW,2019-07-12 16:10,M,M,150.00,7.00,M,M
AMW,2019-07-12 16:15,M,M,190.00,7.00,M,M
AMW,2019-07-12 16:20,M,M,190.00,8.00,M,M
AMW,2019-07-12 16:25,M,M,210.00,7.00,M,M
AMW,2019-07-12 16:30,M,M,180.00,8.00,M,M
AMW,2019-07-12 16:35,M,M,180.00,7.00,M,M
AMW,2019-07-12 16:40,M,M,200.00,7.00,M,M
AMW,2019-07-12 16:45,M,M,210.00,5.00,M,M
AMW,2019-07-12 16:50,M,M,170.00,5.00,M,M
AMW,2019-07-12 16:53,27.78,62.62,200.00,5.00,1014.60,0.00
AMW,2019-07-12 16:55,M,M,200.00,5.00,M,M
AMW,2019-07-12 17:00,M,M,180.00,5.00,M,M
AMW,2019-07-12 17:05,M,M,240.00,5.00,M,M
AMW,2019-07-12 17:10,M,M,200.00,9.00,M,M
AMW,2019-07-12 17:15,M,M,230.00,5.00,M,M
AMW,2019-07-12 17:20,M,M,200.00,7.00,M,M
AMW,2019-07-12 17:25,M,M,220.00,5.00,M,M
AMW,2019-07-12 17:30,M,M,210.00,7.00,M,M
AMW,2019-07-12 17:35,M,M,210.00,5.00,M,M
AMW,2019-07-12 17:40,M,M,220.00,5.00,M,M
AMW,2019-07-12 17:45,M,M,230.00,5.00,M,M
AMW,2019-07-12 17:50,M,M,210.00,7.00,M,M
AMW,2019-07-12 17:53,28.89,52.71,190.00,6.00,1014.30,0.00
AMW,2019-07-12 17:55,M,M,220.00,5.00,M,M
AMW,2019-07-12 18:00,M,M,180.00,5.00,M,M
AMW,2019-07-12 18:05,M,M,230.00,8.00,M,M
AMW,2019-07-12 18:10,M,M,210.00,8.00,M,M
AMW,2019-07-12 18:15,M,M,200.00,8.00,M,M
AMW,2019-07-12 18:20,M,M,220.00,7.00,M,M
AMW,2019-07-12 18:25,M,M,210.00,5.00,M,M
AMW,2019-07-12 18:30,M,M,230.00,7.00,M,M
AMW,2019-07-12 18:35,M,M,240.00,9.00,M,M
AMW,2019-07-12 18:40,M,M,240.00,8.00,M,M
AMW,2019-07-12 18:45,M,M,210.00,5.00,M,M
AMW,2019-07-12 18:50,M,M,210.00,5.00,M,M
AMW,2019-07-12 18:53,29.39,51.21,170.00,5.00,1014.00,0.00
AMW,2019-07-12 18:55,M,M,210.00,4.00,M,M
AMW,2019-07-12 19:00,M,M,200.00,8.00,M,M
AMW,2019-07-12 19:05,M,M,200.00,7.00,M,M
AMW,2019-07-12 19:10,M,M,190.00,9.00,M,M
AMW,2019-07-12 19:15,M,M,200.00,9.00,M,M
AMW,2019-07-12 19:20,M,M,180.00,9.00,M,M
AMW,2019-07-12 19:25,M,M,180.00,9.00,M,M
AMW,2019-07-12 19:35,M,M,190.00,10.00,M,M
AMW,2019-07-12 19:40,M,M,200.00,9.00,M,M
AMW,2019-07-12 19:45,M,M,190.00,11.00,M,M
AMW,2019-07-12 19:53,30.00,49.44,180.00,10.00,1013.10,0.00
AMW,2019-07-12 20:05,M,M,210.00,5.00,M,M
AMW,2019-07-12 20:15,M,M,190.00,5.00,M,M
AMW,2019-07-12 20:25,M,M,190.00,5.00,M,M
AMW,2019-07-12 20:30,M,M,180.00,5.00,M,M
AMW,2019-07-12 20:35,M,M,200.00,5.00,M,M
AMW,2019-07-12 20:45,M,M,220.00,5.00,M,M
AMW,2019-07-12 20:50,M,M,220.00,7.00,M,M
AMW,2019-07-12 20:53,31.11,40.44,210.00,6.00,1013.20,0.00
AMW,2019-07-12 20:55,M,M,190.00,5.00,M,M
AMW,2019-07-12 21:00,M,M,190.00,7.00,M,M
AMW,2019-07-12 21:05,M,M,190.00,8.00,M,M
AMW,2019-07-12 21:10,M,M,170.00,8.00,M,M
AMW,2019-07-12 21:15,M,M,180.00,5.00,M,M
AMW,2019-07-12 21:20,M,M,190.00,2.00,M,M
AMW,2019-07-12 21:25,M,M,240.00,5.00,M,M
AMW,2019-07-12 21:30,M,M,230.00,7.00,M,M
AMW,2019-07-12 21:35,M,M,210.00,7.00,M,M
AMW,2019-07-12 21:40,M,M,210.00,5.00,M,M
AMW,2019-07-12 21:45,M,M,190.00,5.00,M,M
AMW,2019-07-12 21:50,M,M,200.00,7.00,M,M
AMW,2019-07-12 21:53,30.61,46.26,200.00,7.00,1012.50,0.00
AMW,2019-07-12 21:55,M,M,210.00,8.00,M,M
AMW,2019-07-12 22:00,M,M,180.00,7.00,M,M
AMW,2019-07-12 22:05,M,M,200.00,7.00,M,M
AMW,2019-07-12 22:10,M,M,170.00,8.00,M,M
AMW,2019-07-12 22:15,M,M,190.00,9.00,M,M
AMW,2019-07-12 22:20,M,M,180.00,8.00,M,M
AMW,2019-07-12 22:25,M,M,190.00,7.00,M,M
AMW,2019-07-12 22:30,M,M,170.00,7.00,M,M
AMW,2019-07-12 22:35,M,M,180.00,13.00,M,M
AMW,2019-07-12 22:40,M,M,180.00,10.00,M,M
AMW,2019-07-12 22:45,M,M,190.00,7.00,M,M
AMW,2019-07-12 22:50,M,M,190.00,11.00,M,M
AMW,2019-07-12 22:53,30.61,49.60,180.00,9.00,1012.00,0.00
AMW,2019-07-12 22:55,M,M,190.00,9.00,M,M
AMW,2019-07-12 23:00,M,M,190.00,8.00,M,M
AMW,2019-07-12 23:05,M,M,190.00,11.00,M,M
AMW,2019-07-12 23:10,M,M,200.00,10.00,M,M
AMW,2019-07-12 23:20,M,M,190.00,9.00,M,M
AMW,2019-07-12 23:25,M,M,190.00,9.00,M,M
AMW,2019-07-12 23:30,M,M,210.00,9.00,M,M
AMW,2019-07-12 23:35,M,M,270.00,7.00,M,M
AMW,2019-07-12 23:45,M,M,250.00,8.00,M,M
AMW,2019-07-12 23:50,M,M,230.00,8.00,M,M
AMW,2019-07-12 23:53,30.00,52.99,240.00,8.00,1012.70,0.00
AMW,2019-07-12 23:55,M,M,240.00,9.00,M,M
AMW,2019-07-13 00:00,M,M,230.00,7.00,M,M
AMW,2019-07-13 00:05,M,M,240.00,8.00,M,M
AMW,2019-07-13 00:10,M,M,230.00,9.00,M,M
AMW,2019-07-13 00:15,M,M,230.00,8.00,M,M
AMW,2019-07-13 00:20,M,M,220.00,7.00,M,M
AMW,2019-07-13 00:25,M,M,210.00,5.00,M,M
AMW,2019-07-13 00:30,M,M,200.00,7.00,M,M
AMW,2019-07-13 00:35,M,M,200.00,7.00,M,M
AMW,2019-07-13 00:40,M,M,180.00,8.00,M,M
AMW,2019-07-13 00:45,M,M,180.00,8.00,M,M
AMW,2019-07-13 00:50,M,M,170.00,8.00,M,M
AMW,2019-07-13 00:53,26.72,64.14,170.00,7.00,1011.30,0.00
AMW,2019-07-13 00:55,M,M,160.00,7.00,M,M
AMW,2019-07-13 01:00,M,M,M,M,M,M
AMW,2019-07-13 01:05,M,M,M,M,M,M
AMW,2019-07-13 01:10,M,M,M,M,M,M
AMW,2019-07-13 01:15,M,M,M,M,M,M
AMW,2019-07-13 01:20,M,M,M,M,M,M
AMW,2019-07-13 01:30,M,M,M,M,M,M
AMW,2019-07-13 01:40,M,M,280.00,2.00,M,M
AMW,2019-07-13 01:45,M,M,300.00,2.00,M,M
AMW,2019-07-13 01:50,M,M,0.00,0.00,M,M
AMW,2019-07-13 01:53,23.89,81.90,0.00,0.00,1012.90,0.00
AMW,2019-07-13 01:55,M,M,0.00,0.00,M,M
AMW,2019-07-13 02:00,M,M,0.00,0.00,M,M
AMW,2019-07-13 02:05,M,M,230.00,4.00,M,M
AMW,2019-07-13 02:10,M,M,240.00,5.00,M,M
AMW,2019-07-13 02:15,M,M,250.00,4.00,M,M
AMW,2019-07-13 02:20,M,M,240.00,2.00,M,M
AMW,2019-07-13 02:25,M,M,0.00,0.00,M,M
AMW,2019-07-13 02:30,M,M,230.00,2.00,M,M
AMW,2019-07-13 02:35,M,M,220.00,2.00,M,M
AMW,2019-07-13 02:40,M,M,210.00,2.00,M,M
AMW,2019-07-13 02:45,M,M,200.00,2.00,M,M
AMW,2019-07-13 02:50,M,M,170.00,2.00,M,M
AMW,2019-07-13 02:53,22.22,90.59,170.00,3.00,1013.10,0.00
AMW,2019-07-13 02:55,M,M,170.00,2.00,M,M
AMW,2019-07-13 03:00,M,M,160.00,2.00,M,M
AMW,2019-07-13 03:05,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:10,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:15,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:20,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:25,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:30,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:35,M,M,140.00,2.00,M,M
AMW,2019-07-13 03:40,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:45,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:50,M,M,0.00,0.00,M,M
AMW,2019-07-13 03:53,22.78,87.59,0.00,0.00,1013.40,0.00
AMW,2019-07-13 03:55,M,M,0.00,0.00,M,M
AMW,2019-07-13 04:00,M,M,0.00,0.00,M,M
AMW,2019-07-13 04:05,M,M,0.00,0.00,M,M
AMW,2019-07-13 04:15,M,M,0.00,0.00,M,M
AMW,2019-07-13 04:20,M,M,0.00,0.00,M,M
