station,valid,tmpc,relh,drct,sknt,mslp,p01m
AMW,2019-01-28 07:35,M,M,210.00,3.00,M,M
AMW,2019-01-28 07:43,-3.28,87.87,0.00,0.00,M,0.00
AMW,2019-01-28 07:45,M,M,0.00,0.00,M,M
AMW,2019-01-28 07:50,M,M,240.00,3.00,M,M
AMW,2019-01-28 07:53,-2.78,92.05,240.00,3.00,998.50,0.00
AMW,2019-01-28 07:55,M,M,240.00,3.00,M,M
AMW,2019-01-28 08:05,M,M,0.00,0.00,M,M
AMW,2019-01-28 08:10,M,M,M,M,M,M
AMW,2019-01-28 08:15,M,M,M,13.00,M,M
AMW,2019-01-28 08:20,M,M,300.00,12.00,M,M
AMW,2019-01-28 08:25,M,M,310.00,12.00,M,M
AMW,2019-01-28 08:30,M,M,300.00,15.00,M,M
AMW,2019-01-28 08:35,M,M,300.00,15.00,M,M
AMW,2019-01-28 08:40,M,M,300.00,14.00,M,M
AMW,2019-01-28 08:45,M,M,M,14.00,M,M
AMW,2019-01-28 08:50,M,M,300.00,13.00,M,M
AMW,2019-01-28 08:53,2.22,85.23,300.00,13.00,998.80,0.00
AMW,2019-01-28 09:00,M,M,M,14.00,M,M
AMW,2019-01-28 09:05,M,M,290.00,13.00,M,M
AMW,2019-01-28 09:10,M,M,280.00,14.00,M,M
AMW,2019-01-28 09:15,M,M,280.00,15.00,M,M
AMW,2019-01-28 09:20,M,M,280.00,14.00,M,M
AMW,2019-01-28 09:25,M,M,280.00,15.00,M,M
AMW,2019-01-28 09:30,M,M,280.00,15.00,M,M
AMW,2019-01-28 09:35,M,M,280.00,15.00,M,M
AMW,2019-01-28 09:38,2.78,81.93,280.00,15.00,M,0.00
AMW,2019-01-28 09:40,M,M,280.00,15.00,M,M
AMW,2019-01-28 09:45,M,M,280.00,15.00,M,M
AMW,2019-01-28 09:50,M,M,280.00,16.00,M,M
AMW,2019-01-28 09:53,2.78,81.93,280.00,15.00,998.40,0.00
AMW,2019-01-28 09:55,M,M,280.00,15.00,M,M
AMW,2019-01-28 10:00,M,M,280.00,15.00,M,M
AMW,2019-01-28 10:05,M,M,280.00,16.00,M,M
AMW,2019-01-28 10:10,M,M,280.00,17.00,M,M
AMW,2019-01-28 10:15,M,M,280.00,16.00,M,M
AMW,2019-01-28 10:17,2.78,81.93,280.00,17.00,M,T
AMW,2019-01-28 10:20,M,M,280.00,15.00,M,M
AMW,2019-01-28 10:25,M,M,280.00,25.00,M,M
AMW,2019-01-28 10:30,M,M,300.00,22.00,M,M
AMW,2019-01-28 10:35,M,M,300.00,29.00,M,M
AMW,2019-01-28 10:40,M,M,M,24.00,M,M
AMW,2019-01-28 10:43,-0.61,85.26,290.00,26.00,M,T
AMW,2019-01-28 10:50,M,M,290.00,27.00,M,M
AMW,2019-01-28 10:53,-3.28,80.75,300.00,27.00,1000.80,T
AMW,2019-01-28 10:55,M,M,300.00,34.00,M,M
AMW,2019-01-28 11:00,M,M,300.00,27.00,M,M
AMW,2019-01-28 11:05,M,M,300.00,32.00,M,M
AMW,2019-01-28 11:08,-5.61,74.69,300.00,31.00,M,T
AMW,2019-01-28 11:10,M,M,300.00,26.00,M,T
AMW,2019-01-28 11:15,M,M,300.00,31.00,M,T
AMW,2019-01-28 11:20,M,M,300.00,30.00,M,M
AMW,2019-01-28 11:25,M,M,300.00,28.00,M,M
AMW,2019-01-28 11:30,M,M,300.00,25.00,M,M
AMW,2019-01-28 11:35,M,M,300.00,26.00,M,M
AMW,2019-01-28 11:40,M,M,300.00,27.00,M,M
AMW,2019-01-28 11:45,M,M,300.00,25.00,M,M
AMW,2019-01-28 11:50,M,M,300.00,27.00,M,M
AMW,2019-01-28 11:53,-7.78,73.30,300.00,28.00,1003.30,T
AMW,2019-01-28 11:55,M,M,290.00,23.00,M,M
AMW,2019-01-28 12:00,M,M,300.00,24.00,M,M
AMW,2019-01-28 12:05,M,M,300.00,27.00,M,M
AMW,2019-01-28 12:10,M,M,300.00,25.00,M,M
AMW,2019-01-28 12:15,M,M,290.00,25.00,M,M
AMW,2019-01-28 12:20,M,M,290.00,26.00,M,M
AMW,2019-01-28 12:25,M,M,290.00,19.00,M,M
AMW,2019-01-28 12:30,M,M,290.00,24.00,M,M
AMW,2019-01-28 12:35,M,M,290.00,21.00,M,M
AMW,2019-01-28 12:40,M,M,290.00,20.00,M,M
AMW,2019-01-28 12:45,M,M,290.00,20.00,M,M
AMW,2019-01-28 12:50,M,M,290.00,22.00,M,M
AMW,2019-01-28 12:53,-9.39,79.84,300.00,17.00,1005.80,T
AMW,2019-01-28 12:55,M,M,290.00,20.00,M,M
AMW,2019-01-28 13:00,M,M,300.00,20.00,M,M
AMW,2019-01-28 13:05,M,M,300.00,21.00,M,M
AMW,2019-01-28 13:10,M,M,310.00,19.00,M,M
AMW,2019-01-28 13:15,M,M,310.00,19.00,M,M
AMW,2019-01-28 13:18,-8.89,79.92,310.00,19.00,M,T
AMW,2019-01-28 13:20,M,M,320.00,19.00,M,M
AMW,2019-01-28 13:25,-8.89,83.91,340.00,19.00,M,T
AMW,2019-01-28 13:30,M,M,M,19.00,M,M
AMW,2019-01-28 13:35,M,M,M,19.00,M,M
AMW,2019-01-28 13:40,M,M,M,21.00,M,M
AMW,2019-01-28 13:45,M,M,320.00,22.00,M,M
AMW,2019-01-28 13:50,M,M,M,24.00,M,M
AMW,2019-01-28 13:53,-10.61,80.74,330.00,22.00,1008.50,T
AMW,2019-01-28 13:55,M,M,330.00,22.00,M,M
AMW,2019-01-28 14:00,M,M,330.00,18.00,M,M
AMW,2019-01-28 14:03,-10.61,84.07,330.00,17.00,M,T
AMW,2019-01-28 14:05,M,M,M,18.00,M,M
AMW,2019-01-28 14:10,M,M,330.00,23.00,M,M
AMW,2019-01-28 14:15,M,M,330.00,17.00,M,M
AMW,2019-01-28 14:20,M,M,320.00,23.00,M,M
AMW,2019-01-28 14:24,-11.72,76.62,320.00,25.00,M,T
AMW,2019-01-28 14:25,M,M,320.00,23.00,M,M
AMW,2019-01-28 14:30,M,M,M,26.00,M,M
AMW,2019-01-28 14:35,M,M,320.00,27.00,M,M
AMW,2019-01-28 14:36,-11.72,72.85,330.00,24.00,M,T
AMW,2019-01-28 14:40,M,M,M,25.00,M,M
AMW,2019-01-28 14:45,-12.22,72.75,330.00,22.00,M,T
AMW,2019-01-28 14:50,-12.00,72.12,330.00,23.00,M,T
AMW,2019-01-28 14:53,-12.22,75.83,330.00,22.00,1011.20,T
AMW,2019-01-28 14:55,M,M,M,24.00,M,M
AMW,2019-01-28 14:57,-12.22,79.76,330.00,25.00,M,T
AMW,2019-01-28 15:00,M,M,M,21.00,M,M
AMW,2019-01-28 15:05,M,M,330.00,25.00,M,M
AMW,2019-01-28 15:10,M,M,M,22.00,M,M
AMW,2019-01-28 15:15,M,M,320.00,19.00,M,M
AMW,2019-01-28 15:20,M,M,320.00,24.00,M,M
AMW,2019-01-28 15:21,-12.22,75.83,320.00,27.00,M,T
AMW,2019-01-28 15:25,M,M,320.00,21.00,M,M
AMW,2019-01-28 15:30,M,M,320.00,21.00,M,M
AMW,2019-01-28 15:31,-12.22,75.83,330.00,21.00,M,T
AMW,2019-01-28 15:35,M,M,M,24.00,M,M
AMW,2019-01-28 15:40,M,M,320.00,21.00,M,M
AMW,2019-01-28 15:43,-12.78,79.31,320.00,21.00,M,T
AMW,2019-01-28 15:45,M,M,320.00,20.00,M,M
AMW,2019-01-28 15:50,M,M,320.00,24.00,M,M
AMW,2019-01-28 15:51,-12.00,72.12,320.00,23.00,M,T
AMW,2019-01-28 15:53,-12.78,79.31,320.00,21.00,1012.60,T
AMW,2019-01-28 15:55,M,M,320.00,24.00,M,M
AMW,2019-01-28 16:00,M,M,320.00,20.00,M,M
AMW,2019-01-28 16:01,-12.78,79.31,320.00,23.00,M,T
AMW,2019-01-28 16:05,M,M,320.00,22.00,M,M
AMW,2019-01-28 16:10,M,M,320.00,19.00,M,M
AMW,2019-01-28 16:12,-12.78,76.08,320.00,21.00,M,T
AMW,2019-01-28 16:15,M,M,320.00,19.00,M,M
AMW,2019-01-28 16:20,M,M,310.00,18.00,M,M
AMW,2019-01-28 16:30,M,M,320.00,20.00,M,M
AMW,2019-01-28 16:31,-12.78,76.08,320.00,21.00,M,T
AMW,2019-01-28 16:35,M,M,310.00,23.00,M,M
AMW,2019-01-28 16:40,M,M,320.00,22.00,M,M
AMW,2019-01-28 16:45,M,M,320.00,23.00,M,M
AMW,2019-01-28 16:48,-13.00,78.18,320.00,23.00,M,T
AMW,2019-01-28 16:50,M,M,310.00,26.00,M,M
AMW,2019-01-28 16:53,-12.78,72.30,330.00,30.00,1013.70,T
AMW,2019-01-28 16:55,M,M,320.00,26.00,M,M
AMW,2019-01-28 17:00,M,M,320.00,23.00,M,M
AMW,2019-01-28 17:03,-12.22,66.29,320.00,23.00,M,T
AMW,2019-01-28 17:05,M,M,320.00,20.00,M,M
AMW,2019-01-28 17:10,M,M,330.00,25.00,M,M
AMW,2019-01-28 17:13,-12.22,63.26,330.00,22.00,M,T
AMW,2019-01-28 17:15,M,M,M,27.00,M,M
AMW,2019-01-28 17:20,M,M,M,22.00,M,M
AMW,2019-01-28 17:27,-12.22,72.75,320.00,23.00,M,T
AMW,2019-01-28 17:30,M,M,320.00,26.00,M,M
AMW,2019-01-28 17:35,M,M,320.00,26.00,M,T
AMW,2019-01-28 17:40,M,M,320.00,24.00,M,T
AMW,2019-01-28 17:45,M,M,310.00,25.00,M,T
AMW,2019-01-28 17:46,-12.78,66.16,310.00,25.00,M,T
AMW,2019-01-28 17:50,M,M,310.00,28.00,M,T
AMW,2019-01-28 17:53,-12.78,66.16,320.00,22.00,1014.40,T
AMW,2019-01-28 17:55,M,M,310.00,23.00,M,T
AMW,2019-01-28 18:00,M,M,320.00,20.00,M,M
AMW,2019-01-28 18:05,M,M,320.00,25.00,M,T
AMW,2019-01-28 18:10,M,M,320.00,23.00,M,M
AMW,2019-01-28 18:15,M,M,310.00,24.00,M,M
AMW,2019-01-28 18:20,M,M,320.00,17.00,M,M
AMW,2019-01-28 18:25,M,M,310.00,18.00,M,M
AMW,2019-01-28 18:30,M,M,310.00,22.00,M,T
AMW,2019-01-28 18:35,M,M,320.00,24.00,M,T
AMW,2019-01-28 18:40,M,M,330.00,20.00,M,T
AMW,2019-01-28 18:45,M,M,330.00,20.00,M,T
AMW,2019-01-28 18:50,M,M,330.00,21.00,M,M
AMW,2019-01-28 18:53,-12.78,66.16,320.00,25.00,1014.90,T
AMW,2019-01-28 18:55,M,M,310.00,22.00,M,M
AMW,2019-01-28 19:00,M,M,330.00,20.00,M,M
AMW,2019-01-28 19:01,-12.78,66.16,330.00,18.00,M,0.00
AMW,2019-01-28 19:05,M,M,320.00,18.00,M,M
AMW,2019-01-28 19:09,-12.78,66.16,330.00,24.00,M,T
AMW,2019-01-28 19:10,M,M,330.00,25.00,M,T
AMW,2019-01-28 19:15,M,M,320.00,24.00,M,M
AMW,2019-01-28 19:20,M,M,320.00,21.00,M,M
AMW,2019-01-28 19:22,-13.28,72.20,320.00,24.00,M,T
AMW,2019-01-28 19:25,M,M,330.00,20.00,M,T
AMW,2019-01-28 19:29,-13.28,68.89,330.00,25.00,M,T
AMW,2019-01-28 19:30,M,M,330.00,24.00,M,M
AMW,2019-01-28 19:35,M,M,310.00,23.00,M,M
AMW,2019-01-28 19:40,-12.78,69.33,330.00,22.00,M,T
AMW,2019-01-28 19:45,M,M,340.00,21.00,M,M
AMW,2019-01-28 19:50,M,M,320.00,19.00,M,T
AMW,2019-01-28 19:53,-12.78,69.33,330.00,22.00,1015.60,T
AMW,2019-01-28 20:00,M,M,320.00,18.00,M,M
AMW,2019-01-28 20:05,M,M,310.00,18.00,M,T
AMW,2019-01-28 20:10,M,M,320.00,19.00,M,T
AMW,2019-01-28 20:15,M,M,320.00,20.00,M,T
AMW,2019-01-28 20:20,M,M,320.00,19.00,M,T
AMW,2019-01-28 20:21,-12.78,69.33,320.00,19.00,M,T
AMW,2019-01-28 20:25,M,M,M,26.00,M,T
AMW,2019-01-28 20:30,M,M,320.00,23.00,M,T
AMW,2019-01-28 20:35,M,M,320.00,21.00,M,T
AMW,2019-01-28 20:40,M,M,310.00,22.00,M,T
AMW,2019-01-28 20:45,M,M,320.00,20.00,M,M
AMW,2019-01-28 20:50,M,M,320.00,22.00,M,M
AMW,2019-01-28 20:53,-13.28,68.89,310.00,19.00,1016.30,T
AMW,2019-01-28 20:55,M,M,310.00,19.00,M,M
AMW,2019-01-28 21:00,M,M,320.00,21.00,M,M
AMW,2019-01-28 21:05,M,M,310.00,20.00,M,M
AMW,2019-01-28 21:10,M,M,310.00,20.00,M,M
AMW,2019-01-28 21:15,M,M,310.00,19.00,M,M
AMW,2019-01-28 21:20,M,M,320.00,17.00,M,M
AMW,2019-01-28 21:25,-13.28,72.20,310.00,20.00,M,T
AMW,2019-01-28 21:33,-13.89,65.89,320.00,19.00,M,T
AMW,2019-01-28 21:35,M,M,320.00,17.00,M,M
AMW,2019-01-28 21:40,M,M,310.00,20.00,M,M
AMW,2019-01-28 21:45,M,M,330.00,18.00,M,M
AMW,2019-01-28 21:50,M,M,330.00,19.00,M,T
AMW,2019-01-28 21:53,-13.89,69.41,330.00,18.00,1017.50,T
AMW,2019-01-28 21:55,M,M,320.00,19.00,M,T
AMW,2019-01-28 22:00,M,M,320.00,19.00,M,M
AMW,2019-01-28 22:05,M,M,310.00,17.00,M,M
AMW,2019-01-28 22:10,M,M,310.00,19.00,M,M
AMW,2019-01-28 22:15,M,M,320.00,16.00,M,M
AMW,2019-01-28 22:20,M,M,310.00,19.00,M,M
AMW,2019-01-28 22:25,M,M,310.00,20.00,M,M
AMW,2019-01-28 22:30,M,M,310.00,20.00,M,M
AMW,2019-01-28 22:35,M,M,320.00,20.00,M,M
AMW,2019-01-28 22:40,M,M,310.00,16.00,M,M
AMW,2019-01-28 22:42,-14.39,68.64,310.00,18.00,M,T
AMW,2019-01-28 22:45,M,M,320.00,18.00,M,M
AMW,2019-01-28 22:50,M,M,310.00,18.00,M,M
AMW,2019-01-28 22:53,-14.39,68.64,310.00,17.00,1018.80,T
AMW,2019-01-28 22:55,M,M,310.00,18.00,M,M
AMW,2019-01-28 23:00,M,M,310.00,20.00,M,M
AMW,2019-01-28 23:05,M,M,310.00,19.00,M,M
AMW,2019-01-28 23:07,-14.39,72.31,310.00,18.00,M,0.00
AMW,2019-01-28 23:10,M,M,310.00,19.00,M,M
AMW,2019-01-28 23:15,M,M,310.00,19.00,M,M
AMW,2019-01-28 23:20,M,M,310.00,15.00,M,M
AMW,2019-01-28 23:25,M,M,310.00,16.00,M,M
AMW,2019-01-28 23:33,-15.00,72.18,310.00,15.00,M,0.00
AMW,2019-01-28 23:35,M,M,320.00,18.00,M,M
AMW,2019-01-28 23:40,M,M,320.00,16.00,M,M
AMW,2019-01-28 23:45,M,M,310.00,13.00,M,M
AMW,2019-01-28 23:50,M,M,310.00,13.00,M,M
AMW,2019-01-28 23:53,-15.61,75.92,310.00,13.00,1019.90,0.00
AMW,2019-01-28 23:55,M,M,320.00,15.00,M,M
AMW,2019-01-29 00:00,M,M,310.00,12.00,M,M
AMW,2019-01-29 00:05,M,M,310.00,14.00,M,M
AMW,2019-01-29 00:15,M,M,310.00,15.00,M,M
AMW,2019-01-29 00:20,M,M,310.00,15.00,M,M
AMW,2019-01-29 00:25,M,M,310.00,16.00,M,M
AMW,2019-01-29 00:29,-15.00,76.03,310.00,14.00,M,0.00
AMW,2019-01-29 00:30,M,M,310.00,14.00,M,M
AMW,2019-01-29 00:35,M,M,310.00,15.00,M,M
AMW,2019-01-29 00:40,M,M,310.00,18.00,M,M
AMW,2019-01-29 00:45,M,M,320.00,16.00,M,M
AMW,2019-01-29 00:50,M,M,310.00,16.00,M,M
AMW,2019-01-29 00:53,-15.00,72.18,310.00,15.00,1020.80,0.00
AMW,2019-01-29 00:55,M,M,310.00,14.00,M,M
AMW,2019-01-29 01:00,M,M,310.00,16.00,M,M
AMW,2019-01-29 01:05,M,M,310.00,15.00,M,M
AMW,2019-01-29 01:10,M,M,310.00,12.00,M,M
AMW,2019-01-29 01:15,M,M,300.00,14.00,M,M
AMW,2019-01-29 01:20,M,M,300.00,14.00,M,M
AMW,2019-01-29 01:25,M,M,300.00,13.00,M,M
AMW,2019-01-29 01:30,M,M,300.00,13.00,M,M
AMW,2019-01-29 01:35,M,M,310.00,15.00,M,M
AMW,2019-01-29 01:38,-15.00,76.03,310.00,14.00,M,0.00
AMW,2019-01-29 01:40,M,M,310.00,15.00,M,M
AMW,2019-01-29 01:45,M,M,310.00,16.00,M,M
AMW,2019-01-29 01:50,M,M,300.00,17.00,M,M
AMW,2019-01-29 01:53,-14.39,68.64,310.00,16.00,1020.90,0.00
AMW,2019-01-29 01:55,M,M,310.00,17.00,M,M
AMW,2019-01-29 02:00,M,M,310.00,21.00,M,M
AMW,2019-01-29 02:05,M,M,M,19.00,M,M
AMW,2019-01-29 02:10,-14.39,68.64,310.00,16.00,M,0.00
AMW,2019-01-29 02:20,M,M,310.00,14.00,M,M
AMW,2019-01-29 02:25,M,M,M,18.00,M,M
AMW,2019-01-29 02:26,-14.39,68.64,320.00,18.00,M,0.00
AMW,2019-01-29 02:30,M,M,320.00,17.00,M,M
AMW,2019-01-29 02:35,M,M,320.00,15.00,M,M
AMW,2019-01-29 02:40,M,M,320.00,14.00,M,M
AMW,2019-01-29 02:45,M,M,320.00,18.00,M,M
AMW,2019-01-29 02:50,M,M,320.00,17.00,M,M
AMW,2019-01-29 02:53,-14.39,65.77,320.00,17.00,1021.20,0.00
AMW,2019-01-29 03:00,M,M,310.00,16.00,M,M
AMW,2019-01-29 03:05,M,M,310.00,16.00,M,M
AMW,2019-01-29 03:10,M,M,310.00,15.00,M,M
AMW,2019-01-29 03:15,M,M,320.00,22.00,M,M
AMW,2019-01-29 03:20,M,M,M,20.00,M,M
AMW,2019-01-29 03:25,M,M,310.00,14.00,M,M
AMW,2019-01-29 03:30,M,M,320.00,22.00,M,M
AMW,2019-01-29 03:35,M,M,320.00,19.00,M,M
AMW,2019-01-29 03:40,M,M,310.00,15.00,M,M
AMW,2019-01-29 03:45,M,M,320.00,11.00,M,M
AMW,2019-01-29 03:50,M,M,320.00,11.00,M,M
AMW,2019-01-29 03:53,-14.39,65.77,310.00,9.00,1021.40,0.00
AMW,2019-01-29 03:55,M,M,310.00,12.00,M,M
AMW,2019-01-29 04:00,M,M,310.00,11.00,M,M
AMW,2019-01-29 04:05,M,M,310.00,11.00,M,M
AMW,2019-01-29 04:10,M,M,310.00,12.00,M,M
AMW,2019-01-29 04:15,M,M,310.00,12.00,M,M
AMW,2019-01-29 04:20,M,M,300.00,12.00,M,M
AMW,2019-01-29 04:25,M,M,300.00,12.00,M,M
AMW,2019-01-29 04:30,M,M,300.00,11.00,M,M
AMW,2019-01-29 04:35,M,M,300.00,11.00,M,M
AMW,2019-01-29 04:40,M,M,290.00,9.00,M,M
AMW,2019-01-29 04:45,M,M,290.00,10.00,M,M
AMW,2019-01-29 04:50,M,M,290.00,10.00,M,M
AMW,2019-01-29 04:53,-15.61,72.74,290.00,9.00,1021.10,0.00
AMW,2019-01-29 04:55,M,M,290.00,8.00,M,M
AMW,2019-01-29 05:00,M,M,290.00,8.00,M,M
AMW,2019-01-29 05:05,M,M,300.00,9.00,M,M
AMW,2019-01-29 05:10,M,M,290.00,10.00,M,M
AMW,2019-01-29 05:20,M,M,290.00,8.00,M,M
AMW,2019-01-29 05:25,M,M,290.00,9.00,M,M
AMW,2019-01-29 05:30,M,M,280.00,9.00,M,M
AMW,2019-01-29 05:35,M,M,280.00,9.00,M,M
AMW,2019-01-29 05:40,M,M,280.00,10.00,M,M
AMW,2019-01-29 05:45,M,M,280.00,8.00,M,M
AMW,2019-01-29 05:50,M,M,270.00,7.00,M,M
AMW,2019-01-29 05:53,-16.11,75.82,280.00,9.00,1020.60,0.00
AMW,2019-01-29 05:55,M,M,280.00,8.00,M,M
AMW,2019-01-29 06:00,M,M,270.00,8.00,M,M
AMW,2019-01-29 06:05,M,M,270.00,8.00,M,M
AMW,2019-01-29 06:10,M,M,270.00,7.00,M,M
AMW,2019-01-29 06:15,M,M,280.00,8.00,M,M
AMW,2019-01-29 06:20,M,M,270.00,10.00,M,M
AMW,2019-01-29 06:25,M,M,270.00,10.00,M,M
AMW,2019-01-29 06:30,M,M,260.00,10.00,M,M
AMW,2019-01-29 06:35,M,M,270.00,10.00,M,M
AMW,2019-01-29 06:40,M,M,270.00,10.00,M,M
AMW,2019-01-29 06:45,M,M,260.00,9.00,M,M
AMW,2019-01-29 06:50,M,M,260.00,12.00,M,M
AMW,2019-01-29 06:53,-15.61,75.92,260.00,12.00,1020.10,0.00
AMW,2019-01-29 06:55,M,M,260.00,11.00,M,M
AMW,2019-01-29 07:00,M,M,250.00,11.00,M,M
AMW,2019-01-29 07:05,M,M,250.00,12.00,M,M
AMW,2019-01-29 07:10,M,M,250.00,12.00,M,M
AMW,2019-01-29 07:15,M,M,250.00,12.00,M,M
AMW,2019-01-29 07:20,M,M,250.00,13.00,M,M
AMW,2019-01-29 07:25,M,M,240.00,13.00,M,M
AMW,2019-01-29 07:30,M,M,240.00,12.00,M,M
AMW,2019-01-29 07:35,M,M,240.00,11.00,M,M
AMW,2019-01-29 07:40,M,M,240.00,12.00,M,M
AMW,2019-01-29 07:45,M,M,240.00,12.00,M,M
AMW,2019-01-29 07:50,M,M,240.00,12.00,M,M
AMW,2019-01-29 07:53,-15.00,79.32,250.00,15.00,1019.50,T
AMW,2019-01-29 07:55,M,M,250.00,14.00,M,M
AMW,2019-01-29 08:00,M,M,250.00,14.00,M,M
AMW,2019-01-29 08:05,M,M,240.00,14.00,M,M
AMW,2019-01-29 08:10,M,M,250.00,15.00,M,M
AMW,2019-01-29 08:15,-15.00,79.32,250.00,16.00,M,T
AMW,2019-01-29 08:20,M,M,M,18.00,M,M
AMW,2019-01-29 08:25,M,M,M,17.00,M,M
AMW,2019-01-29 08:30,M,M,M,16.00,M,M
AMW,2019-01-29 08:35,M,M,270.00,15.00,M,M
AMW,2019-01-29 08:45,M,M,290.00,16.00,M,M
AMW,2019-01-29 08:50,M,M,290.00,14.00,M,M
AMW,2019-01-29 08:53,-14.39,62.41,290.00,14.00,1019.70,T
AMW,2019-01-29 08:55,M,M,290.00,14.00,M,M
AMW,2019-01-29 09:00,M,M,290.00,15.00,M,M
AMW,2019-01-29 09:05,M,M,290.00,15.00,M,M
AMW,2019-01-29 09:10,M,M,290.00,15.00,M,M
AMW,2019-01-29 09:15,M,M,M,17.00,M,M
AMW,2019-01-29 09:20,M,M,290.00,14.00,M,M
AMW,2019-01-29 09:25,M,M,290.00,16.00,M,M
AMW,2019-01-29 09:30,M,M,290.00,15.00,M,M
AMW,2019-01-29 09:35,M,M,290.00,15.00,M,M
AMW,2019-01-29 09:40,M,M,290.00,14.00,M,M
AMW,2019-01-29 09:45,M,M,290.00,14.00,M,M
AMW,2019-01-29 09:50,M,M,290.00,14.00,M,M
AMW,2019-01-29 09:53,-15.61,62.69,290.00,16.00,1019.70,0.00
AMW,2019-01-29 09:55,M,M,290.00,13.00,M,M
AMW,2019-01-29 10:00,M,M,290.00,16.00,M,M
AMW,2019-01-29 10:05,M,M,290.00,14.00,M,M
AMW,2019-01-29 10:10,M,M,290.00,13.00,M,M
AMW,2019-01-29 10:15,M,M,280.00,10.00,M,M
AMW,2019-01-29 10:20,M,M,280.00,9.00,M,M
AMW,2019-01-29 10:25,M,M,280.00,11.00,M,M
AMW,2019-01-29 10:30,M,M,280.00,11.00,M,M
AMW,2019-01-29 10:35,M,M,290.00,13.00,M,M
AMW,2019-01-29 10:40,M,M,290.00,12.00,M,M
AMW,2019-01-29 10:45,M,M,300.00,11.00,M,M
AMW,2019-01-29 10:50,M,M,290.00,11.00,M,M
AMW,2019-01-29 10:53,-16.11,65.35,290.00,12.00,1019.40,0.00
AMW,2019-01-29 10:55,M,M,290.00,12.00,M,M
AMW,2019-01-29 11:00,M,M,280.00,12.00,M,M
AMW,2019-01-29 11:05,M,M,290.00,14.00,M,M
AMW,2019-01-29 11:10,M,M,290.00,14.00,M,M
AMW,2019-01-29 11:15,M,M,290.00,17.00,M,M
AMW,2019-01-29 11:20,M,M,300.00,13.00,M,M
AMW,2019-01-29 11:25,M,M,300.00,14.00,M,M
AMW,2019-01-29 11:30,M,M,300.00,14.00,M,M
AMW,2019-01-29 11:35,M,M,300.00,14.00,M,M
AMW,2019-01-29 11:40,M,M,300.00,14.00,M,M
AMW,2019-01-29 11:45,M,M,300.00,11.00,M,M
AMW,2019-01-29 11:50,M,M,300.00,11.00,M,M
AMW,2019-01-29 11:53,-16.11,65.35,300.00,10.00,1019.20,0.00
AMW,2019-01-29 11:55,M,M,300.00,10.00,M,M
AMW,2019-01-29 12:00,M,M,300.00,8.00,M,M
AMW,2019-01-29 12:05,M,M,290.00,8.00,M,M
AMW,2019-01-29 12:10,M,M,300.00,8.00,M,M
AMW,2019-01-29 12:15,M,M,300.00,8.00,M,M
AMW,2019-01-29 12:20,M,M,300.00,8.00,M,M
AMW,2019-01-29 12:25,M,M,310.00,8.00,M,M
AMW,2019-01-29 12:30,M,M,310.00,6.00,M,M
AMW,2019-01-29 12:35,M,M,300.00,7.00,M,M
AMW,2019-01-29 12:40,M,M,300.00,7.00,M,M
AMW,2019-01-29 12:45,M,M,310.00,8.00,M,M
AMW,2019-01-29 12:50,M,M,310.00,8.00,M,M
AMW,2019-01-29 12:53,-17.22,71.71,310.00,10.00,1019.80,0.00
AMW,2019-01-29 12:55,M,M,310.00,9.00,M,M
AMW,2019-01-29 13:00,M,M,300.00,13.00,M,M
AMW,2019-01-29 13:05,M,M,M,15.00,M,M
AMW,2019-01-29 13:10,M,M,310.00,15.00,M,M
AMW,2019-01-29 13:15,M,M,310.00,18.00,M,M
AMW,2019-01-29 13:20,M,M,310.00,15.00,M,M
AMW,2019-01-29 13:25,M,M,M,19.00,M,M
AMW,2019-01-29 13:30,M,M,310.00,16.00,M,M
AMW,2019-01-29 13:35,M,M,310.00,17.00,M,M
AMW,2019-01-29 13:40,M,M,310.00,16.00,M,M
AMW,2019-01-29 13:45,M,M,310.00,16.00,M,M
AMW,2019-01-29 13:50,M,M,300.00,16.00,M,M
AMW,2019-01-29 13:53,-17.22,56.15,300.00,16.00,1020.30,0.00
AMW,2019-01-29 13:55,M,M,310.00,16.00,M,M
AMW,2019-01-29 14:00,M,M,300.00,15.00,M,M
AMW,2019-01-29 14:05,M,M,300.00,16.00,M,M
AMW,2019-01-29 14:10,M,M,310.00,17.00,M,M
AMW,2019-01-29 14:15,M,M,300.00,16.00,M,M
AMW,2019-01-29 14:20,M,M,310.00,20.00,M,M
AMW,2019-01-29 14:25,M,M,300.00,18.00,M,M
AMW,2019-01-29 14:30,M,M,300.00,14.00,M,M
AMW,2019-01-29 14:35,M,M,300.00,20.00,M,M
AMW,2019-01-29 14:40,M,M,300.00,18.00,M,M
AMW,2019-01-29 14:45,M,M,310.00,18.00,M,M
AMW,2019-01-29 14:50,M,M,300.00,18.00,M,M
AMW,2019-01-29 14:53,-17.78,58.84,310.00,18.00,1021.40,0.00
AMW,2019-01-29 14:55,M,M,310.00,21.00,M,M
AMW,2019-01-29 15:00,M,M,300.00,17.00,M,M
AMW,2019-01-29 15:05,M,M,310.00,16.00,M,M
AMW,2019-01-29 15:10,M,M,310.00,21.00,M,M
AMW,2019-01-29 15:15,M,M,310.00,19.00,M,M
AMW,2019-01-29 15:20,M,M,310.00,23.00,M,M
AMW,2019-01-29 15:25,M,M,310.00,21.00,M,M
AMW,2019-01-29 15:30,M,M,310.00,22.00,M,M
